주용도코드명,대지위치
주거지,대구광역시 북구 사수동
주거지,대구광역시 북구 사수동 114-1번지
주거지,대구광역시 북구 사수동 114-2번지
주거지,대구광역시 북구 사수동 114-3번지
문화및집회시설,대구광역시 북구 사수동 114-4번지
주거지,대구광역시 북구 사수동 114-6번지
창고시설,대구광역시 북구 사수동 116번지
주거지,대구광역시 북구 사수동 133번지
문화및집회시설,대구광역시 북구 사수동 135번지
농축산업시설,대구광역시 북구 연경동 53-1번지
농축산업시설,대구광역시 북구 연경동 57번지
농축산업시설,대구광역시 북구 연경동 62-1번지
농축산업시설,대구광역시 북구 연경동 65번지
창고시설,대구광역시 북구 연경동 71번지
농축산업시설,대구광역시 북구 연경동 77번지
편의시설,대구광역시 북구 연경동 78번지
농축산업시설,대구광역시 북구 연경동 81번지
방송통신시설,대구광역시 수성구 범어동 1번지
편의시설,대구광역시 수성구 범어동 1-1번지
편의시설,대구광역시 수성구 범어동 1-2번지
편의시설,대구광역시 수성구 범어동 1-3번지
생산시설,대구광역시 수성구 범어동 1-5번지
생산시설,대구광역시 수성구 범어동 1-7번지
생산시설,대구광역시 수성구 범어동 1-8번지
생산시설,대구광역시 수성구 범어동 1-10번지
생산시설,대구광역시 수성구 범어동 2-1번지
편의시설,대구광역시 수성구 범어동 2-3번지
편의시설,대구광역시 수성구 만촌동 21-11번지
편의시설,대구광역시 수성구 만촌동 57번지
편의시설,대구광역시 수성구 만촌동 57-23번지
편의시설,대구광역시 수성구 만촌동 74번지
편의시설,대구광역시 수성구 만촌동 74-8번지
주거지,대구광역시 수성구 만촌동 77-5번지
편의시설,대구광역시 수성구 수성동1가 37-4번지
편의시설,대구광역시 수성구 수성동1가 37-6번지
편의시설,대구광역시 수성구 수성동1가 37-11번지
편의시설,대구광역시 수성구 수성동1가 37-12번지
주거지,대구광역시 수성구 수성동1가 38-6번지
주거지,대구광역시 수성구 수성동1가 38-10번지
주거지,대구광역시 수성구 수성동1가 38-11번지
편의시설,대구광역시 수성구 수성동1가 38-13번지
주거지,대구광역시 수성구 수성동1가 38-14번지
주거지,대구광역시 수성구 수성동1가 38-16번지
편의시설,대구광역시 수성구 수성동2가
생산시설,대구광역시 수성구 수성동2가 1번지
주거지,대구광역시 수성구 수성동2가 1-3번지
교육연구시설,대구광역시 수성구 수성동2가 17-1번지
편의시설,대구광역시 수성구 수성동2가 23-1번지
주거지,대구광역시 수성구 수성동2가 23-3번지
주거지,대구광역시 수성구 수성동2가 24-1번지
편의시설,대구광역시 수성구 수성동2가 24-2번지
주거지,대구광역시 수성구 수성동2가 24-3번지
생산시설,대구광역시 수성구 수성동3가 1번지
편의시설,대구광역시 수성구 수성동3가 2-1번지
편의시설,대구광역시 수성구 수성동3가 5-1번지
편의시설,대구광역시 수성구 수성동3가 8번지
편의시설,대구광역시 수성구 수성동3가 9번지
편의시설,대구광역시 수성구 수성동3가 10번지
주거지,대구광역시 수성구 수성동3가 10-1번지
창고시설,대구광역시 수성구 수성동3가 11번지
편의시설,대구광역시 수성구 수성동3가 12-1번지
편의시설,대구광역시 수성구 수성동3가 14-2번지
주거지,대구광역시 수성구 수성동4가 974-4번지
편의시설,대구광역시 수성구 수성동4가 980-2번지
편의시설,대구광역시 수성구 수성동4가 980-3번지
편의시설,대구광역시 수성구 수성동4가 980-4번지
편의시설,대구광역시 수성구 수성동4가 980-5번지
편의시설,대구광역시 수성구 수성동4가 980-9번지
편의시설,대구광역시 수성구 수성동4가 980-11번지
주거지,대구광역시 수성구 수성동4가 980-12번지
주거지,대구광역시 수성구 황금동 7번지
교육연구시설,대구광역시 수성구 황금동 9번지
주거지,대구광역시 수성구 황금동 11번지
농축산업시설,대구광역시 수성구 황금동 43번지
주거지,대구광역시 수성구 황금동 57-1번지
주거지,대구광역시 수성구 황금동 57-2번지
편의시설,대구광역시 수성구 황금동 57-4번지
님비시설,대구광역시 수성구 중동 7-1번지
주거지,대구광역시 수성구 중동 7-3번지
주거지,대구광역시 수성구 중동 7-4번지
주거지,대구광역시 수성구 중동 7-5번지
주거지,대구광역시 수성구 중동 7-6번지
주거지,대구광역시 수성구 중동 7-7번지
주거지,대구광역시 수성구 중동 7-8번지
주거지,대구광역시 수성구 중동 8-1번지
주거지,대구광역시 수성구 중동 8-2번지
주거지,대구광역시 수성구 중동 8-3번지
편의시설,대구광역시 수성구 상동 1-1번지
편의시설,대구광역시 수성구 상동 1-2번지
편의시설,대구광역시 수성구 상동 1-3번지
주거지,대구광역시 수성구 상동 1-5번지
편의시설,대구광역시 수성구 상동 2-1번지
편의시설,대구광역시 수성구 상동 2-2번지
편의시설,대구광역시 수성구 상동 2-4번지
주거지,대구광역시 수성구 상동 2-5번지
편의시설,대구광역시 수성구 파동 1-1번지
교육연구시설,대구광역시 수성구 파동 2번지
편의시설,대구광역시 수성구 두산동 2번지
편의시설,대구광역시 수성구 두산동 2-1번지
편의시설,대구광역시 수성구 두산동 2-2번지
주거지,대구광역시 수성구 두산동 2-4번지
주거지,대구광역시 수성구 두산동 2-5번지
주거지,대구광역시 수성구 두산동 2-6번지
주거지,대구광역시 수성구 두산동 2-7번지
주거지,대구광역시 수성구 두산동 2-8번지
주거지,대구광역시 수성구 두산동 2-9번지
편의시설,대구광역시 수성구 두산동 3-1번지
편의시설,대구광역시 수성구 지산동 24-1번지
편의시설,대구광역시 수성구 지산동 26번지
편의시설,대구광역시 수성구 지산동 29번지
주거지,대구광역시 수성구 지산동 32번지
주거지,대구광역시 수성구 지산동 37번지
창고시설,대구광역시 수성구 지산동 46번지
편의시설,대구광역시 수성구 지산동 61번지
편의시설,대구광역시 수성구 지산동 63번지
편의시설,대구광역시 수성구 지산동 65-1번지
교육연구시설,대구광역시 수성구 범물동 45번지
주거지,대구광역시 수성구 범물동 53-12번지
자동차관련시설,대구광역시 수성구 범물동 105번지
편의시설,대구광역시 수성구 범물동 105-1번지
자원순환관련시설,대구광역시 수성구 범물동 105-7번지
생산시설,대구광역시 수성구 범물동 134번지
주거지,대구광역시 수성구 시지동
주거지,대구광역시 수성구 시지동 28번지
주거지,대구광역시 수성구 매호동
주거지,대구광역시 수성구 성동
주거지,대구광역시 수성구 성동 6번지
주거지,대구광역시 수성구 성동 10-4번지
주거지,대구광역시 수성구 성동 15-2번지
창고시설,대구광역시 수성구 성동 20번지
주거지,대구광역시 수성구 성동 27번지
주거지,대구광역시 수성구 성동 28번지
주거지,대구광역시 수성구 성동 29번지
편의시설,대구광역시 수성구 사월동 9번지
주거지,대구광역시 수성구 사월동 13번지
편의시설,대구광역시 수성구 사월동 15-1번지
창고시설,대구광역시 수성구 사월동 20-1번지
주거지,대구광역시 수성구 사월동 22-1번지
자동차관련시설,대구광역시 수성구 사월동 26번지
주거지,대구광역시 수성구 사월동 27번지
편의시설,대구광역시 수성구 사월동 27-1번지
생산시설,대구광역시 수성구 신매동 1번지
편의시설,대구광역시 수성구 신매동 10-7번지
편의시설,대구광역시 수성구 신매동 10-8번지
편의시설,대구광역시 수성구 신매동 10-11번지
편의시설,대구광역시 수성구 신매동 10-12번지
주거지,대구광역시 수성구 신매동 10-14번지
편의시설,대구광역시 수성구 욱수동 3번지
편의시설,대구광역시 수성구 욱수동 5번지
주거지,대구광역시 수성구 욱수동 9번지
편의시설,대구광역시 수성구 욱수동 9-1번지
편의시설,대구광역시 수성구 욱수동 11-1번지
생산시설,대구광역시 수성구 욱수동 11-4번지
주거지,대구광역시 수성구 욱수동 44번지
주거지,대구광역시 수성구 욱수동 47번지
편의시설,대구광역시 수성구 욱수동 48-1번지
주거지,대구광역시 수성구 노변동 1-4번지
편의시설,대구광역시 수성구 노변동 4번지
주거지,대구광역시 수성구 노변동 4-1번지
방송통신시설,대구광역시 수성구 노변동 4-2번지
주거지,대구광역시 수성구 노변동 4-5번지
주거지,대구광역시 수성구 노변동 4-12번지
주거지,대구광역시 수성구 노변동 4-13번지
주거지,대구광역시 수성구 노변동 4-14번지
주거지,대구광역시 수성구 삼덕동
주거지,대구광역시 수성구 연호동
주거지,대구광역시 수성구 이천동
주거지,대구광역시 수성구 이천동 2번지
편의시설,대구광역시 수성구 이천동 2-2번지
주거지,대구광역시 수성구 이천동 5-1번지
주거지,대구광역시 수성구 이천동 6번지
생산시설,대구광역시 수성구 이천동 9번지
편의시설,대구광역시 수성구 이천동 11-1번지
편의시설,대구광역시 수성구 이천동 13-2번지
주거지,대구광역시 수성구 고모동
주거지,대구광역시 수성구 고모동 1-1번지
문화및집회시설,대구광역시 수성구 고모동 1-3번지
편의시설,대구광역시 수성구 고모동 6-1번지
주거지,대구광역시 수성구 고모동 11번지
주거지,대구광역시 수성구 고모동 15번지
주거지,대구광역시 수성구 고모동 17번지
편의시설,대구광역시 수성구 고모동 20-1번지
주거지,대구광역시 수성구 가천동
농축산업시설,대구광역시 수성구 가천동 1번지
주거지,대구광역시 수성구 가천동 2-2번지
주거지,대구광역시 수성구 가천동 10번지
농축산업시설,대구광역시 수성구 가천동 21번지
주거지,대구광역시 수성구 가천동 24-2번지
편의시설,대구광역시 수성구 가천동 43번지
편의시설,대구광역시 수성구 가천동 48번지
편의시설,대구광역시 수성구 가천동 94-3번지
편의시설,대구광역시 수성구 가천동 95-4번지
주거지,대구광역시 수성구 대흥동
주거지,대구광역시 수성구 대흥동 23번지
주거지,대구광역시 수성구 대흥동 138-4번지
편의시설,대구광역시 수성구 대흥동 139번지
주거지,대구광역시 달서구 성당동 52-1번지
편의시설,대구광역시 달서구 성당동 52-2번지
주거지,대구광역시 달서구 성당동 52-3번지
주거지,대구광역시 달서구 성당동 52-4번지
주거지,대구광역시 달서구 성당동 52-5번지
주거지,대구광역시 달서구 성당동 52-6번지
주거지,대구광역시 달서구 성당동 52-7번지
주거지,대구광역시 달서구 성당동 52-8번지
주거지,대구광역시 달서구 성당동 52-9번지
자동차관련시설,대구광역시 달서구 두류동 70-18번지
편의시설,대구광역시 달서구 두류동 74-20번지
편의시설,대구광역시 달서구 두류동 74-21번지
주거지,대구광역시 달서구 두류동 74-24번지
편의시설,대구광역시 달서구 두류동 75-14번지
편의시설,대구광역시 달서구 두류동 75-15번지
주거지,대구광역시 달서구 두류동 75-18번지
주거지,대구광역시 달서구 두류동 75-21번지
주거지,대구광역시 달서구 두류동 75-22번지
주거지,대구광역시 달서구 두류동 75-27번지
편의시설,대구광역시 달서구 파호동 1번지
편의시설,대구광역시 달서구 파호동 2번지
주거지,대구광역시 달서구 파호동 5번지
주거지,대구광역시 달서구 파호동 24번지
생산시설,대구광역시 달서구 호림동 1번지
생산시설,대구광역시 달서구 호림동 1-1번지
생산시설,대구광역시 달서구 호림동 1-2번지
생산시설,대구광역시 달서구 호림동 1-3번지
주거지,대구광역시 달서구 갈산동 1번지
생산시설,대구광역시 달서구 갈산동 1-3번지
주거지,대구광역시 달서구 신당동 75-3번지
주거지,대구광역시 달서구 신당동 75-4번지
주거지,대구광역시 달서구 신당동 75-5번지
편의시설,대구광역시 달서구 신당동 75-10번지
주거지,대구광역시 달서구 신당동 75-11번지
주거지,대구광역시 달서구 신당동 78-1번지
주거지,대구광역시 달서구 신당동 78-2번지
편의시설,대구광역시 달서구 신당동 78-3번지
편의시설,대구광역시 달서구 신당동 78-4번지
주거지,대구광역시 달서구 신당동 143번지
주거지,대구광역시 달서구 이곡동 120-1번지
편의시설,대구광역시 달서구 이곡동 120-3번지
편의시설,대구광역시 달서구 이곡동 120-12번지
주거지,대구광역시 달서구 이곡동 121번지
주거지,대구광역시 달서구 이곡동 123번지
주거지,대구광역시 달서구 이곡동 124번지
주거지,대구광역시 달서구 이곡동 124-4번지
편의시설,대구광역시 달서구 이곡동 125번지
생산시설,대구광역시 달서구 장동 4-1번지
편의시설,대구광역시 달서구 장동 4-4번지
님비시설,대구광역시 달서구 장동 6번지
창고시설,대구광역시 달서구 장동 10-3번지
편의시설,대구광역시 달서구 장동 10-5번지
생산시설,대구광역시 달서구 장동 13-2번지
자동차관련시설,대구광역시 달서구 장동 14번지
편의시설,대구광역시 달서구 장기동 1-2번지
창고시설,대구광역시 달서구 장기동 1-4번지
창고시설,대구광역시 달서구 장기동 2-2번지
주거지,대구광역시 달서구 장기동 3-2번지
편의시설,대구광역시 달서구 장기동 3-3번지
주거지,대구광역시 달서구 장기동 3-4번지
주거지,대구광역시 달서구 장기동 5번지
교육연구시설,대구광역시 달서구 용산동 5-1번지
교육연구및복지시설,대구광역시 달서구 용산동 6번지
님비시설,대구광역시 달서구 용산동 6-10번지
주거지,대구광역시 달서구 죽전동 48번지
주거지,대구광역시 달서구 죽전동 59-2번지
주거지,대구광역시 달서구 죽전동 59-6번지
주거지,대구광역시 달서구 죽전동 59-7번지
주거지,대구광역시 달서구 죽전동 59-8번지
편의시설,대구광역시 달서구 죽전동 59-9번지
주거지,대구광역시 달서구 감삼동 20-1번지
주거지,대구광역시 달서구 감삼동 20-2번지
주거지,대구광역시 달서구 감삼동 20-4번지
주거지,대구광역시 달서구 감삼동 20-5번지
주거지,대구광역시 달서구 감삼동 20-6번지
주거지,대구광역시 달서구 감삼동 20-7번지
주거지,대구광역시 달서구 감삼동 20-9번지
주거지,대구광역시 달서구 감삼동 20-10번지
주거지,대구광역시 달서구 감삼동 20-15번지
자동차관련시설,대구광역시 달서구 본리동 1-2번지
판매시설,대구광역시 달서구 본리동 1-8번지
편의시설,대구광역시 달서구 본리동 1-9번지
편의시설,대구광역시 달서구 본리동 2-2번지
편의시설,대구광역시 달서구 본리동 2-4번지
편의시설,대구광역시 달서구 본리동 2-6번지
편의시설,대구광역시 달서구 본리동 2-7번지
주거지,대구광역시 달서구 본리동 2-8번지
편의시설,대구광역시 달서구 본리동 2-9번지
편의시설,대구광역시 달서구 본리동 2-16번지
교육연구시설,대구광역시 달서구 상인동 1번지
주거지,대구광역시 달서구 도원동
주거지,대구광역시 달서구 도원동 51번지
주거지,대구광역시 달서구 도원동 279번지
주거지,대구광역시 달서구 도원동 398번지
주거지,대구광역시 달서구 도원동 470-1번지
주거지,대구광역시 달서구 도원동 470-2번지
주거지,대구광역시 달서구 도원동 475-6번지
편의시설,대구광역시 달서구 진천동 2번지
편의시설,대구광역시 달서구 진천동 2-25번지
편의시설,대구광역시 달서구 진천동 5-6번지
주거지,대구광역시 달서구 진천동 15-1번지
주거지,대구광역시 달서구 유천동 42번지
편의시설,대구광역시 달서구 대천동 291-10번지
생산시설,대구광역시 달서구 대천동 326-1번지
주거지,대구광역시 달서구 월성동
주거지,대구광역시 달서구 월성동 41-2번지
교육연구및복지시설,대구광역시 달서구 월성동 82번지
교육연구시설,대구광역시 달서구 월성동 82-1번지
주거지,대구광역시 달서구 월성동 84번지
주거지,대구광역시 달서구 월암동 1번지
생산시설,대구광역시 달서구 월암동 1-11번지
생산시설,대구광역시 달서구 월암동 1-13번지
생산시설,대구광역시 달서구 월암동 1-14번지
주거지,대구광역시 달서구 송현동 50번지
편의시설,대구광역시 달서구 송현동 55-1번지
편의시설,대구광역시 달서구 대곡동 2번지
주거지,대구광역시 달서구 대곡동 2-1번지
편의시설,대구광역시 달서구 대곡동 2-3번지
편의시설,대구광역시 달서구 대곡동 2-7번지
편의시설,대구광역시 달서구 본동 225-1번지
편의시설,대구광역시 달서구 본동 225-3번지
생산시설,대구광역시 달서구 본동 225-7번지
판매시설,대구광역시 달서구 본동 225-8번지
주거지,대구광역시 달서구 본동 247번지
주거지,대구광역시 달서구 호산동 1번지
교육연구시설,대구광역시 달서구 호산동 1-11번지
주거지,대구광역시 달서구 호산동 14번지
주거지,대구광역시 달서구 호산동 18번지
주거지,대구광역시 달서구 호산동 21번지
주거지,대구광역시 달서구 호산동 23-1번지
주거지,대구광역시 달서구 호산동 41-4번지
교육연구시설,대구광역시 달서구 호산동 105-1번지
편의시설,대구광역시 달성군 화원읍 천내리 19-1번지
주거지,대구광역시 달성군 화원읍 천내리 21번지
주거지,대구광역시 달성군 화원읍 천내리 21-1번지
주거지,대구광역시 달성군 화원읍 천내리 21-2번지
주거지,대구광역시 달성군 화원읍 천내리 21-3번지
주거지,대구광역시 달성군 화원읍 천내리 21-4번지
주거지,대구광역시 달성군 화원읍 천내리 21-5번지
주거지,대구광역시 달성군 화원읍 천내리 21-6번지
주거지,대구광역시 달성군 화원읍 천내리 21-7번지
주거지,대구광역시 달성군 화원읍 천내리 21-8번지
편의시설,대구광역시 달성군 화원읍 구라리 795-2번지
창고시설,대구광역시 달성군 화원읍 구라리 840번지
편의시설,대구광역시 달성군 화원읍 구라리 846번지
주거지,대구광역시 달성군 화원읍 구라리 850-1번지
주거지,대구광역시 달성군 화원읍 구라리 851번지
편의시설,대구광역시 달성군 화원읍 구라리 852번지
주거지,대구광역시 달성군 화원읍 구라리 854번지
주거지,대구광역시 달성군 화원읍 구라리 856번지
주거지,대구광역시 달성군 화원읍 성산리 1번지
주거지,대구광역시 달성군 화원읍 성산리 2번지
생산시설,대구광역시 달성군 화원읍 성산리 3-1번지
창고시설,대구광역시 달성군 화원읍 성산리 3-2번지
생산시설,대구광역시 달성군 화원읍 성산리 5번지
편의시설,대구광역시 달성군 화원읍 성산리 6번지
주거지,대구광역시 달성군 화원읍 성산리 10번지
생산시설,대구광역시 달성군 화원읍 성산리 11번지
생산시설,대구광역시 달성군 화원읍 성산리 11-3번지
창고시설,대구광역시 달성군 화원읍 설화리 139-2번지
편의시설,대구광역시 달성군 화원읍 설화리 147-2번지
생산시설,대구광역시 달성군 화원읍 설화리 148-1번지
생산시설,대구광역시 달성군 화원읍 설화리 149-2번지
생산시설,대구광역시 달성군 화원읍 설화리 151-1번지
생산시설,대구광역시 달성군 화원읍 설화리 151-2번지
편의시설,대구광역시 달성군 화원읍 설화리 154번지
편의시설,대구광역시 달성군 화원읍 설화리 154-1번지
창고시설,대구광역시 달성군 화원읍 설화리 155-1번지
편의시설,대구광역시 달성군 화원읍 설화리 156-1번지
농축산업시설,대구광역시 달성군 화원읍 명곡리 20-1번지
주거지,대구광역시 달성군 화원읍 명곡리 22-1번지
창고시설,대구광역시 달성군 화원읍 명곡리 30-1번지
문화및집회시설,대구광역시 달성군 화원읍 명곡리 62-4번지
편의시설,대구광역시 달성군 화원읍 명곡리 86번지
편의시설,대구광역시 달성군 화원읍 명곡리 100-2번지
주거지,대구광역시 달성군 화원읍 명곡리 101번지
편의시설,대구광역시 달성군 화원읍 본리리 1번지
교육연구시설,대구광역시 달성군 화원읍 본리리 1-1번지
주거지,대구광역시 달성군 화원읍 본리리 1-2번지
주거지,대구광역시 달성군 논공읍 노이리 110번지
주거지,대구광역시 달성군 논공읍 노이리 113번지
주거지,대구광역시 달성군 논공읍 노이리 114번지
주거지,대구광역시 달성군 논공읍 노이리 116번지
주거지,대구광역시 달성군 논공읍 노이리 117번지
주거지,대구광역시 달성군 논공읍 노이리 118번지
주거지,대구광역시 달성군 논공읍 노이리 119번지
주거지,대구광역시 달성군 논공읍 노이리 120번지
창고시설,대구광역시 달성군 논공읍 노이리 150-2번지
편의시설,대구광역시 달성군 논공읍 금포리 303-4번지
농축산업시설,대구광역시 달성군 논공읍 금포리 361번지
생산시설,대구광역시 달성군 논공읍 금포리 454번지
창고시설,대구광역시 달성군 논공읍 금포리 460번지
생산시설,대구광역시 달성군 논공읍 금포리 469-1번지
편의시설,대구광역시 달성군 논공읍 금포리 469-2번지
생산시설,대구광역시 달성군 논공읍 금포리 471-1번지
편의시설,대구광역시 달성군 논공읍 금포리 471-6번지
편의시설,대구광역시 달성군 논공읍 삼리리 1-1번지
편의시설,대구광역시 달성군 논공읍 삼리리 2번지
주거지,대구광역시 달성군 논공읍 삼리리 2-1번지
편의시설,대구광역시 달성군 논공읍 삼리리 3-1번지
생산시설,대구광역시 달성군 논공읍 삼리리 4-6번지
님비시설,대구광역시 달성군 논공읍 삼리리 13-1번지
편의시설,대구광역시 달성군 논공읍 삼리리 22번지
편의시설,대구광역시 달성군 논공읍 삼리리 23번지
편의시설,대구광역시 달성군 논공읍 위천리 3번지
편의시설,대구광역시 달성군 논공읍 위천리 3-3번지
편의시설,대구광역시 달성군 논공읍 위천리 13번지
편의시설,대구광역시 달성군 논공읍 위천리 14-3번지
창고시설,대구광역시 달성군 논공읍 상리 37번지
주거지,대구광역시 달성군 논공읍 상리 58번지
주거지,대구광역시 달성군 논공읍 상리 61번지
주거지,대구광역시 달성군 논공읍 상리 62번지
주거지,대구광역시 달성군 논공읍 상리 73번지
주거지,대구광역시 달성군 논공읍 상리 94번지
창고시설,대구광역시 달성군 논공읍 상리 95번지
창고시설,대구광역시 달성군 논공읍 상리 96번지
주거지,대구광역시 달성군 논공읍 상리 98번지
주거지,대구광역시 달성군 논공읍 상리 99번지
편의시설,대구광역시 달성군 논공읍 하리 71번지
주거지,대구광역시 달성군 논공읍 하리 86번지
주거지,대구광역시 달성군 논공읍 하리 103번지
주거지,대구광역시 달성군 논공읍 하리 105번지
창고시설,대구광역시 달성군 논공읍 하리 108번지
주거지,대구광역시 달성군 논공읍 하리 111번지
생산시설,대구광역시 달성군 논공읍 하리 132번지
주거지,대구광역시 달성군 논공읍 하리 142-1번지
편의시설,대구광역시 달성군 논공읍 하리 149번지
주거지,대구광역시 달성군 논공읍 하리 150번지
편의시설,대구광역시 달성군 논공읍공단출장소 남리 11번지
편의시설,대구광역시 달성군 논공읍공단출장소 남리 11-5번지
편의시설,대구광역시 달성군 논공읍공단출장소 남리 24-1번지
주거지,대구광역시 달성군 논공읍공단출장소 남리 33-1번지
편의시설,대구광역시 달성군 논공읍공단출장소 남리 48-1번지
님비시설,대구광역시 달성군 논공읍공단출장소 남리 48-2번지
편의시설,대구광역시 달성군 논공읍공단출장소 남리 56-5번지
주거지,대구광역시 달성군 논공읍공단출장소 남리 80번지
편의시설,대구광역시 달성군 논공읍공단출장소 남리 110-2번지
편의시설,대구광역시 달성군 논공읍공단출장소 북리 1-1번지
생산시설,대구광역시 달성군 논공읍공단출장소 북리 1-2번지
생산시설,대구광역시 달성군 논공읍공단출장소 북리 1-3번지
생산시설,대구광역시 달성군 논공읍공단출장소 북리 1-5번지
생산시설,대구광역시 달성군 논공읍공단출장소 본리리 29번지
편의시설,대구광역시 달성군 다사읍 이천리 156-2번지
편의시설,대구광역시 달성군 다사읍 이천리 269번지
문화및집회시설,대구광역시 달성군 다사읍 이천리 277번지
편의시설,대구광역시 달성군 다사읍 이천리 297-2번지
편의시설,대구광역시 달성군 다사읍 이천리 305번지
창고시설,대구광역시 달성군 다사읍 이천리 358-2번지
편의시설,대구광역시 달성군 다사읍 이천리 386번지
편의시설,대구광역시 달성군 다사읍 이천리 387번지
주거지,대구광역시 달성군 다사읍 이천리 388번지
편의시설,대구광역시 달성군 다사읍 달천리 38번지
편의시설,대구광역시 달성군 다사읍 달천리 40-5번지
편의시설,대구광역시 달성군 다사읍 달천리 57번지
주거지,대구광역시 달성군 다사읍 달천리 59-1번지
주거지,대구광역시 달성군 다사읍 달천리 59-2번지
주거지,대구광역시 달성군 다사읍 달천리 61번지
주거지,대구광역시 달성군 다사읍 달천리 66번지
편의시설,대구광역시 달성군 다사읍 달천리 67번지
편의시설,대구광역시 달성군 다사읍 박곡리 75번지
편의시설,대구광역시 달성군 다사읍 박곡리 76번지
편의시설,대구광역시 달성군 다사읍 박곡리 77-2번지
편의시설,대구광역시 달성군 다사읍 박곡리 98번지
편의시설,대구광역시 달성군 다사읍 박곡리 106번지
주거지,대구광역시 달성군 다사읍 박곡리 107번지
주거지,대구광역시 달성군 다사읍 박곡리 110번지
주거지,대구광역시 달성군 다사읍 박곡리 111번지
창고시설,대구광역시 달성군 다사읍 박곡리 112번지
주거지,대구광역시 달성군 다사읍 박곡리 112-1번지
자동차관련시설,대구광역시 달성군 다사읍 방천리 26-1번지
주거지,대구광역시 달성군 다사읍 방천리 81-1번지
주거지,대구광역시 달성군 다사읍 방천리 83-1번지
주거지,대구광역시 달성군 다사읍 방천리 88-1번지
주거지,대구광역시 달성군 다사읍 방천리 89-1번지
농축산업시설,대구광역시 달성군 다사읍 방천리 89-3번지
생산시설,대구광역시 달성군 다사읍 방천리 91-4번지
주거지,대구광역시 달성군 다사읍 방천리 96번지
주거지,대구광역시 달성군 다사읍 방천리 97-1번지
주거지,대구광역시 달성군 다사읍 방천리 97-3번지
생산시설,대구광역시 달성군 다사읍 서재리 1-1번지
편의시설,대구광역시 달성군 다사읍 서재리 4-2번지
자원순환관련시설,대구광역시 달성군 다사읍 서재리 4-4번지
창고시설,대구광역시 달성군 다사읍 서재리 9-1번지
생산시설,대구광역시 달성군 다사읍 서재리 13번지
생산시설,대구광역시 달성군 다사읍 세천리 95번지
주거지,대구광역시 달성군 다사읍 세천리 125-1번지
주거지,대구광역시 달성군 다사읍 세천리 125-2번지
주거지,대구광역시 달성군 다사읍 세천리 126번지
주거지,대구광역시 달성군 다사읍 세천리 127번지
편의시설,대구광역시 달성군 다사읍 세천리 129번지
편의시설,대구광역시 달성군 다사읍 세천리 132-3번지
주거지,대구광역시 달성군 다사읍 세천리 132-6번지
주거지,대구광역시 달성군 다사읍 세천리 133번지
편의시설,대구광역시 달성군 다사읍 죽곡리 1-6번지
편의시설,대구광역시 달성군 다사읍 죽곡리 1-7번지
편의시설,대구광역시 달성군 다사읍 죽곡리 1-8번지
편의시설,대구광역시 달성군 다사읍 죽곡리 1-10번지
편의시설,대구광역시 달성군 다사읍 죽곡리 2-1번지
주거지,대구광역시 달성군 다사읍 죽곡리 5-2번지
주거지,대구광역시 달성군 다사읍 죽곡리 5-3번지
님비시설,대구광역시 달성군 다사읍 죽곡리 5-6번지
편의시설,대구광역시 달성군 다사읍 매곡리 30-4번지
편의시설,대구광역시 달성군 다사읍 매곡리 228-1번지
주거지,대구광역시 달성군 다사읍 매곡리 228-3번지
교육연구시설,대구광역시 달성군 다사읍 매곡리 229-1번지
주거지,대구광역시 달성군 다사읍 매곡리 229-5번지
농축산업시설,대구광역시 달성군 다사읍 부곡리 78번지
편의시설,대구광역시 달성군 다사읍 부곡리 80번지
농축산업시설,대구광역시 달성군 다사읍 부곡리 103번지
편의시설,대구광역시 달성군 다사읍 부곡리 107번지
편의시설,대구광역시 달성군 다사읍 부곡리 110-1번지
편의시설,대구광역시 달성군 다사읍 부곡리 111번지
편의시설,대구광역시 달성군 다사읍 부곡리 112번지
주거지,대구광역시 달성군 다사읍 부곡리 114번지
주거지,대구광역시 달성군 다사읍 부곡리 116번지
편의시설,대구광역시 달성군 다사읍 문양리 78번지
농축산업시설,대구광역시 달성군 다사읍 문양리 90번지
주거지,대구광역시 달성군 다사읍 문양리 94번지
주거지,대구광역시 달성군 다사읍 문양리 95번지
농축산업시설,대구광역시 달성군 다사읍 문양리 106번지
주거지,대구광역시 달성군 다사읍 문양리 112번지
주거지,대구광역시 달성군 다사읍 문양리 113번지
주거지,대구광역시 달성군 다사읍 문양리 114번지
주거지,대구광역시 달성군 다사읍 문양리 115번지
주거지,대구광역시 달성군 다사읍 문양리 118번지
편의시설,대구광역시 달성군 다사읍 문산리 4-5번지
님비시설,대구광역시 달성군 다사읍 문산리 40-5번지
주거지,대구광역시 달성군 다사읍 문산리 47-1번지
주거지,대구광역시 달성군 다사읍 문산리 47-2번지
주거지,대구광역시 달성군 다사읍 문산리 47-3번지
편의시설,대구광역시 달성군 다사읍 문산리 59-4번지
편의시설,대구광역시 달성군 유가읍 음리 12-2번지
편의시설,대구광역시 달성군 유가읍 음리 12-3번지
편의시설,대구광역시 달성군 유가읍 음리 23-2번지
주거지,대구광역시 달성군 유가읍 음리 25번지
주거지,대구광역시 달성군 유가읍 음리 26번지
농축산업시설,대구광역시 달성군 유가읍 음리 29번지
주거지,대구광역시 달성군 유가읍 음리 45번지
편의시설,대구광역시 달성군 유가읍 음리 48-3번지
주거지,대구광역시 달성군 유가읍 음리 57번지
